Name,Category,Description,DocumentationURL,License,Contributors,Repository,IconURL,ScreenshotURLs,Tags,IsPublished
SlicerMauritanieUN_FST,Segmentation,Custom extension for Slicer by Slicer Mauritanie,,Mohamed Abdellahi Sidi Mohamed Blal (UN-FST),https://github.com/mhdabdellah/SlicerMauritanieUN_FST,https://github.com/mhdabdellah/SlicerMauritanieUN_FST/blob/main/SlicerMauritanieUN_FST.png,,custom,1
